Incident_year,Incident_month,State,Latitude,Longitude,Victim_injury,Provoked_unprovoked,Victim_activity,Shark_common_name,Victim_gender
1932,2,NSW,-34.36666667,150.9166667,injured,provoked,Swimming,wobbegong,male
1932,5,QLD,-16.91666667,145.7666667,injured,provoked,Surfing/Boarding,tiger shark,male
1932,5,QLD,-9.4,142.6666667,fatal,unprovoked,Swimming,tiger shark,male
1932,8,QLD,-10.56666667,142.2166667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1932,10,NSW,-33,151.7166667,injured,unprovoked,Swimming,white shark,male
1932,12,NT,-11.93333333,132.6166667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1933,1,QLD,-19.25,146.8166667,fatal,unprovoked,Swimming,tiger shark,male
1933,2,WA,-31.96666667,115.85,uninjured,provoked,Surfing/Boarding,bull shark,male
1933,2,QLD,-14.15,144.5,injured,provoked,Fishing,tiger shark,male
1933,3,QLD,-20.96666667,149.75,injured,provoked,Swimming,tiger shark,male
1933,6,NT,-12.45,130.8333333,uninjured,provoked,Swimming,Unknown,male
1933,6,QLD,-28.13333333,153.4666667,injured,unprovoked,Surfing/Boarding,bull shark,male
1933,7,WA,-17.96666667,122.1666667,uninjured,provoked,Swimming,tiger shark,male
1933,9,QLD,-10.56666667,142.2166667,fatal,provoked,Spearfishing,tiger shark,male
1933,10,QLD,-14.15,144.5,injured,provoked,Diving/Snorkelling,tiger shark,male
1933,10,NSW,-29.1,153.4333333,injured,provoked,Swimming,wobbegong,male
1934,1,NSW,-33.98333333,151.0666667,injured,unprovoked,Wading,bull shark,male
1934,1,NSW,-33.78333333,151.2833333,injured,unprovoked,Diving/Snorkelling,white shark,male
1934,1,QLD,-20,148.45,uninjured,provoked,Diving/Snorkelling,tiger shark,male
1934,2,QLD,-10.6,142.6166667,injured,provoked,Surfing/Boarding,tiger shark,male
1934,3,NSW,-33.75,151.3,fatal,unprovoked,Surfing/Boarding,white shark,male
1934,4,QLD,-28.15,153.4833333,injured,unprovoked,Surfing/Boarding,tiger shark,male
1934,4,NSW,-33.78333333,151.2833333,fatal,unprovoked,Spearfishing,white shark,male
1934,8,QLD,-18.23333333,146.3166667,fatal,unprovoked,Swimming,tiger shark,male
1934,10,QLD,-9.966666667,143.2666667,fatal,provoked,Swimming,tiger shark,male
1934,10,NT,-11.66666667,132.5166667,fatal,unprovoked,Spearfishing,tiger shark,female
1934,12,NSW,-33.95,151.9666667,injured,unprovoked,Swimming,bull shark,female
1934,12,NSW,-33.93333333,150.9666667,fatal,unprovoked,Surfing/Boarding,bull shark,male
1934,12,NSW,-33.48333333,151.3,fatal,unprovoked,Kayaking/Paddling,bull shark,male
1934,12,NSW,-33.48333333,151.3,injured,unprovoked,Swimming,bull shark,female
1935,1,QLD,-10.56666667,142.2166667,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1935,2,NSW,-34.3,150.9333333,injured,unprovoked,Surfing/Boarding,white shark,male
1935,3,NSW,-33.93333333,151.25,fatal,unprovoked,Swimming,white shark,male
1935,3,QLD,-21.16666667,149.2333333,injured,unprovoked,Swimming,whaler shark,male
1935,3,QLD,-14.66666667,145.45,injured,provoked,Spearfishing,tiger shark,male
1935,3,NSW,-33.7,151.3,fatal,unprovoked,Surfing/Boarding,white shark,male
1935,5,QLD,-9.4,142.6666667,injured,provoked,Surfing/Boarding,whaler shark,male
1935,8,QLD,-9.4,142.6666667,fatal,provoked,Fishing,tiger shark,male
1935,11,QLD,-17.53333333,146.0166667,injured,provoked,Swimming,tiger shark,male
1936,1,NSW,-33.88333333,151.2666667,uninjured,provoked,Surfing/Boarding,white shark,male
1936,1,WA,-20.66666667,117.1833333,injured,provoked,Wading,tiger shark,male
1936,1,SA,-34.9,137,fatal,unprovoked,Surfing/Boarding,white shark,male
1936,2,NSW,-33.78333333,151.2833333,fatal,unprovoked,Swimming,white shark,male
1936,2,QLD,-27.43333333,153.0833333,uninjured,unprovoked,Surfing/Boarding,bull shark,male
1936,3,QLD,-12.78333333,143.6,injured,provoked,Surfing/Boarding,tiger shark,male
1936,3,QLD,-12.16666667,143.3833333,injured,unprovoked,Fishing,whaler shark,male
1936,4,QLD,-16.7,146.05,injured,provoked,Spearfishing,tiger shark,male
1936,5,QLD,-20.81666667,149.4833333,injured,provoked,Swimming,Unknown,male
1936,6,QLD,-10.6,142.2166667,fatal,provoked,Swimming,tiger shark,male
1936,7,QLD,-20.81666667,149.4833333,injured,provoked,Other,tiger shark,male
1936,8,QLD,-9.95,142.1833333,injured,provoked,Surfing/Boarding,whaler shark,male
1936,11,WA,-31.98333333,115.5333333,injured,provoked,Swimming,wobbegong,male
1936,11,NSW,-33.95,151.15,injured,unprovoked,Swimming,wobbegong,male
1936,12,NSW,-32.9,151.75,fatal,unprovoked,Surfing/Boarding,bull shark,male
1937,1,QLD,-10.58333333,142.2166667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1937,2,NSW,-32.93333333,151.75,fatal,unprovoked,Surfing/Boarding,white shark,male
1937,2,NSW,-30.91666667,153.0833333,injured,unprovoked,Diving/Snorkelling,wobbegong,male
1937,5,QLD,-19.45,146.6,fatal,unprovoked,Swimming,bull shark,male
1937,8,QLD,-9.95,142.1833333,injured,provoked,Fishing,tiger shark,male
1937,10,NSW,-28.63333333,153.6166667,injured,unprovoked,Wading,white shark,male
1937,10,QLD,-28.16666667,153.5166667,fatal,unprovoked,Diving/Snorkelling,tiger shark,male
1937,10,QLD,-28.16666667,153.5166667,fatal,unprovoked,Kayaking/Paddling,tiger shark,male
1937,11,QLD,-23.38333333,150.5166667,injured,unprovoked,Fishing,bull shark,male
1937,11,QLD,-18.53333333,146.2333333,injured,provoked,Surfing/Boarding,tiger shark,male
1938,1,QLD,-18.13333333,146.25,injured,provoked,Swimming,tiger shark,male
1938,1,NSW,-33.85,151.25,injured,provoked,Swimming,bull shark,male
1938,1,NSW,-34.03333333,151.15,uninjured,unprovoked,Surfing/Boarding,white shark,male
1938,3,NT,-12.03333333,134.2,injured,unprovoked,Surfing/Boarding,whaler shark,male
1938,6,QLD,-10.56666667,142.1666667,fatal,provoked,Diving/Snorkelling,Unknown,male
1938,7,NT,-11.4,130.4,fatal,provoked,Diving/Snorkelling,whaler shark,male
1938,10,QLD,-27.43333333,153.1666667,injured,provoked,Surfing/Boarding,tiger shark,male
1938,11,QLD,-27.35,153.1166667,injured,provoked,Fishing,wobbegong,male
1939,1,NSW,-29.41666667,152.3333333,uninjured,provoked,Kayaking/Paddling,bull shark,male
1939,9,QLD,-9.95,142.1666667,injured,provoked,Swimming,tiger shark,male
1939,10,QLD,-16.71666667,154.6833333,injured,unprovoked,Surfing/Boarding,Unknown,male
1939,10,QLD,-12.61666667,143.45,injured,provoked,Fishing,tiger shark,male
1939,12,NSW,-33.98333333,151.0666667,injured,unprovoked,Fishing,bull shark,male
1939,12,QLD,-21.16666667,149.2333333,fatal,unprovoked,Swimming,bull shark,male
1940,1,QLD,-10.56666667,142.2166667,injured,provoked,Surfing/Boarding,tiger shark,male
1940,1,QLD,-27.48333333,153.0166667,injured,unprovoked,Surfing/Boarding,bull shark,male
1940,1,QLD,-28,153.4166667,injured,unprovoked,Swimming,tiger shark,male
1940,1,NSW,-33.95,151.15,fatal,unprovoked,Spearfishing,tiger shark,male
1940,2,NSW,-33.95,151.15,fatal,unprovoked,Swimming,bull shark,male
1940,3,NSW,-34.73333333,150.8333333,injured,provoked,Spearfishing,wobbegong,male
1940,5,QLD,-21.4,150.5333333,injured,unprovoked,Spearfishing,tiger shark,male
1940,12,NSW,-32.85,151.8333333,fatal,unprovoked,Swimming,tiger shark,male
1941,10,QLD,-10.56666667,142.2166667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1941,10,QLD,-10.11666667,142.1333333,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1941,11,WA,-26.46666667,110.2666667,injured,unprovoked,Wading,Unknown,male
1941,12,WA,-24.88333333,113.65,injured,unprovoked,Surfing/Boarding,bull shark,male
1942,1,NSW,-33.76666667,151.2166667,fatal,unprovoked,Kayaking/Paddling,bull shark,female
1942,1,NSW,-33.78333333,151.2833333,uninjured,provoked,Swimming,white shark,male
1942,5,QLD,-17.7,146.5166667,injured,provoked,Other,tiger shark,male
1942,8,QLD,-20.08333333,148.8833333,injured,provoked,Surfing/Boarding,Unknown,male
1942,9,QLD,-16.78333333,145.7,injured,unprovoked,Fishing,tiger shark,male
1942,12,NSW,-33.76666667,151.2166667,fatal,unprovoked,Surfing/Boarding,bull shark,female
1943,1,NT,-12.46666667,130.8333333,injured,unprovoked,Surfing/Boarding,tiger shark,male
1944,1,NSW,-32.16666667,152.5166667,injured,unprovoked,Diving/Snorkelling,white shark,male
1945,2,NSW,-33.95,151.25,injured,provoked,Surfing/Boarding,wobbegong,male
1945,6,QLD,-16.71666667,145.6666667,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1946,1,QLD,-19.25,146.8166667,injured,unprovoked,Surfing/Boarding,Unknown,male
1946,1,NSW,-33.98333333,151.0833333,fatal,unprovoked,Surfing/Boarding,bull shark,female
1946,2,WA,-31.93333333,115.75,injured,unprovoked,Spearfishing,white shark,male
1946,4,QLD,-16.78333333,145.7,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1946,8,QLD,-16.71666667,145.6333333,fatal,unprovoked,Diving/Snorkelling,tiger shark,male
1946,10,NSW,-33.05,151.6333333,injured,unprovoked,Surfing/Boarding,bull shark,male
1946,11,QLD,-10.56666667,142.2166667,fatal,provoked,Surfing/Boarding,tiger shark,male
1946,12,SA,-34.96666667,138.5,injured,unprovoked,Surfing/Boarding,white shark,male
1947,7,NT,-12.45,130.7833333,uninjured,provoked,Swimming,tiger shark,male
1947,10,QLD,-16.55,139.4,injured,unprovoked,Swimming,tiger shark,male
1947,11,NSW,-31.33333333,152.8333333,fatal,unprovoked,Diving/Snorkelling,bull shark,male
1947,11,NSW,-31.33333333,152.8333333,injured,unprovoked,Swimming,bull shark,male
1947,12,NSW,-31.7,152.75,injured,provoked,Surfing/Boarding,bull shark,male
1948,1,WA,-31.98333333,115.5333333,injured,provoked,Surfing/Boarding,wobbegong,male
1948,2,NSW,-32.85,151.8333333,fatal,unprovoked,Fishing,tiger shark,male
1948,11,QLD,-9.633333333,142.6833333,injured,provoked,Surfing/Boarding,tiger shark,male
1948,12,QLD,-26.8,153.1333333,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1948,12,NSW,-33.85,151.25,uninjured,provoked,Surfing/Boarding,tiger shark,male
1949,1,NSW,-33.88333333,151.2666667,uninjured,provoked,Swimming,whaler shark,male
1949,1,NSW,-29.1,153.4333333,injured,provoked,Surfing/Boarding,wobbegong,male
1949,1,NSW,-33.66666667,151.3,uninjured,unprovoked,Swimming,white shark,male
1949,1,NSW,-32.93333333,151.75,fatal,unprovoked,Surfing/Boarding,white shark,male
1949,2,NSW,-33.65,151.3166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
1949,4,QLD,-16.71666667,145.6333333,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1949,5,WA,-17.96666667,122.1666667,injured,unprovoked,Surfing/Boarding,bull shark,female
1949,8,TAS,-40.11666667,148.9333333,injured,unprovoked,Surfing/Boarding,white shark,male
1949,8,QLD,-16.81666667,145.7666667,injured,unprovoked,Spearfishing,tiger shark,male
1949,8,QLD,-16.81666667,145.7666667,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1949,11,NSW,-34,151.2,injured,provoked,Swimming,wobbegong,male
1950,1,VIC,-37.96666667,144.7,injured,provoked,Surfing/Boarding,wobbegong,male
1950,4,QLD,-16.9,145.85,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1950,11,QLD,-28.1,153.1,injured,unprovoked,Diving/Snorkelling,bull shark,male
1950,11,QLD,-23.11666667,150.7333333,uninjured,unprovoked,Surfing/Boarding,tiger shark,male
1950,12,QLD,-28.1,153.4666667,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1951,2,NSW,-34.53333333,150.8666667,injured,provoked,Other,bull shark,male
1951,2,NSW,-33.88333333,151.2666667,injured,unprovoked,Surfing/Boarding,wobbegong,male
1951,3,NSW,-33.63333333,151.3166667,injured,provoked,Swimming,wobbegong,male
1951,9,QLD,-23.38333333,150.55,fatal,unprovoked,Fishing,bull shark,male
1951,10,QLD,-19.23333333,146.8,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1951,12,NSW,-32.93333333,151.75,fatal,unprovoked,Surfing/Boarding,white shark,male
1951,12,NSW,-33.36666667,151.4333333,uninjured,unprovoked,Diving/Snorkelling,white shark,male
1952,1,NSW,-29.1,153.4333333,injured,unprovoked,Swimming,wobbegong,male
1952,2,QLD,-19.25,146.8166667,uninjured,provoked,Surfing/Boarding,bull shark,male
1952,5,WA,-35.06666667,117.05,injured,provoked,Surfing/Boarding,wobbegong,male
1952,11,VIC,-38.38333333,145.15,injured,unprovoked,Swimming,white shark,male
1952,12,SA,-38.01666667,140.5666667,injured,provoked,Swimming,white shark,male
1953,2,NSW,-33.86666667,151.2,injured,provoked,Spearfishing,wobbegong,male
1953,2,NSW,-34.56666667,150.8666667,injured,provoked,Surfing/Boarding,wobbegong,male
1953,2,NSW,-33.71666667,151.3,injured,provoked,Fishing,wobbegong,male
1953,3,NSW,-33.73333333,151.3,injured,provoked,Surfing/Boarding,tiger shark,male
1953,12,NSW,-33.93333333,151.25,uninjured,unprovoked,Swimming,white shark,male
1953,12,NSW,-33.93333333,151.25,injured,unprovoked,Surfing/Boarding,white shark,male
1953,12,QLD,-28.11666667,153.4666667,injured,unprovoked,Swimming,white shark,male
1954,1,SA,-38.05,140.7,injured,provoked,Swimming,wobbegong,male
1954,1,QLD,-10.23333333,142.4833333,injured,provoked,Surfing/Boarding,tiger shark,female
1954,1,NSW,-33.45,151.4333333,injured,unprovoked,Swimming,whaler shark,male
1954,2,NSW,-33.33333333,151.5,fatal,unprovoked,Surfing/Boarding,white shark,male
1954,6,QLD,-16.91666667,145.99445,injured,provoked,Spearfishing,tiger shark,male
1954,9,QLD,-9.583333333,143.7666667,fatal,provoked,Swimming,tiger shark,male
1955,1,NSW,-33.81666667,151.25,fatal,provoked,Surfing/Boarding,bull shark,male
1955,2,NSW,-33.78333333,151.2166667,fatal,unprovoked,Swimming,bull shark,male
1955,3,NSW,-33.41666667,151.45,fatal,unprovoked,Spearfishing,white shark,male
1955,10,QLD,-17.93333333,145.9333333,injured,provoked,Surfing/Boarding,wobbegong,male
1956,1,QLD,-17.71666667,146.4,injured,provoked,Other,tiger shark,male
1956,2,QLD,-21.11666667,149.15,fatal,unprovoked,Swimming,bull shark,male
1956,2,VIC,-38.43333333,145.2333333,injured,unprovoked,Surfing/Boarding,wobbegong,male
1956,2,VIC,-37.96666667,145,uninjured,provoked,Surfing/Boarding,bronze whaler shark,male
1956,3,WA,-32.13333333,115.7333333,uninjured,unprovoked,Surfing/Boarding,whaler shark,male
1956,3,VIC,-38.33333333,144.7,fatal,unprovoked,Spearfishing,white shark,male
1956,5,QLD,-10.58333333,142.2166667,injured,provoked,Swimming,tiger shark,male
1956,8,QLD,-28,153.4166667,injured,provoked,Swimming,wobbegong,male
1957,1,NSW,-28.63333333,153.6166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
1957,2,WA,-16.38333333,122.9166667,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1957,4,NSW,-32.93333333,151.75,injured,unprovoked,Spearfishing,wobbegong,male
1957,4,QLD,-10.56666667,142.2166667,injured,provoked,Surfing/Boarding,tiger shark,male
1957,5,NSW,-32.68333333,152.1833333,injured,provoked,Surfing/Boarding,white shark,male
1957,7,QLD,-10.58333333,142.2166667,injured,provoked,Other,tiger shark,male
1958,1,NSW,-28.53333333,153.55,injured,unprovoked,Kayaking/Paddling,wobbegong,male
1958,1,NSW,-35.2,150.55,injured,provoked,Surfing/Boarding,white shark,male
1958,2,NSW,-33.05,151.6333333,uninjured,provoked,Swimming,bull shark,male
1958,3,QLD,-9.75,143.4,fatal,provoked,Swimming,tiger shark,male
1958,3,VIC,-38.21666667,145.0166667,uninjured,provoked,Diving/Snorkelling,bronze whaler shark,male
1958,9,NSW,-32.71666667,152.1666667,injured,provoked,Surfing/Boarding,wobbegong,male
1958,11,QLD,-28,153.4166667,fatal,unprovoked,Swimming,tiger shark,male
1959,1,WA,-31.95,115.85,injured,provoked,Surfing/Boarding,bull shark,male
1959,1,QLD,-26.66666667,153.1166667,injured,unprovoked,Swimming,wobbegong,male
1959,1,TAS,-43.15,147.85,fatal,provoked,Fishing,white shark,male
1959,1,TAS,-39.85,143.8333333,injured,unprovoked,Swimming,white shark,male
1959,4,NSW,-34.3,150.9166667,uninjured,provoked,Other,whaler shark,male
1959,4,QLD,-10.58333333,142.2166667,injured,provoked,Surfing/Boarding,tiger shark,male
1959,11,QLD,-28.01666667,153.4333333,injured,provoked,Swimming,tiger shark,male
1959,11,VIC,-38.45,144.0833333,injured,unprovoked,Fishing,white shark,male
1959,12,QLD,-27.43333333,153.1666667,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1959,12,QLD,-27.23333333,153.1,uninjured,provoked,Swimming,tiger shark,male
1960,1,VIC,-37.98333333,145.0166667,injured,provoked,Swimming,bronze whaler shark,male
1960,1,NSW,-33.76666667,151.2,fatal,unprovoked,Fishing,bull shark,male
1960,4,VIC,-38.16666667,145.0666667,injured,provoked,Kayaking/Paddling,bronze whaler shark,male
1960,4,NSW,-30.86666667,153.0333333,injured,unprovoked,Surfing/Boarding,white shark,male
1960,4,NSW,-32.6,152.3166667,uninjured,provoked,Surfing/Boarding,bronze whaler shark,male
1960,11,QLD,-21.13333333,149.2,injured,unprovoked,Surfing/Boarding,whaler shark,male
1960,11,WA,-34.21666667,115.0166667,injured,provoked,Kayaking/Paddling,wobbegong,male
1960,12,NSW,-33.78333333,151.2833333,injured,unprovoked,Surfing/Boarding,whaler shark,female
1960,12,QLD,-27.36666667,153.15,injured,unprovoked,Fishing,bull shark,male
1961,1,NSW,-30.63333333,153.1833333,injured,provoked,Swimming,dogfish,male
1961,2,VIC,-38.26666667,145.0166667,injured,unprovoked,Surfing/Boarding,wobbegong,female
1961,2,WA,-32.11666667,115.65,uninjured,provoked,Fishing,wobbegong,male
1961,3,SA,-34.96666667,138.5,injured,provoked,Swimming,bronze whaler shark,male
1961,3,VIC,-38.38333333,142.4833333,injured,unprovoked,Surfing/Boarding,white shark,male
1961,3,SA,-35.28333333,138.4333333,injured,provoked,Kayaking/Paddling,white shark,male
1961,4,VIC,-38.46666667,145.0166667,uninjured,provoked,Surfing/Boarding,dusky shark,male
1961,12,QLD,-26.36666667,153.0833333,fatal,unprovoked,Surfing/Boarding,bull shark,male
1961,12,QLD,-21.06666667,149.2166667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1961,12,QLD,-21.06666667,149.2166667,fatal,unprovoked,Swimming,tiger shark,female
1961,12,QLD,-10.38333333,142.2833333,injured,unprovoked,Kayaking/Paddling,tiger shark,male
1962,1,NSW,-28.78333333,153.5833333,injured,unprovoked,Spearfishing,white shark,male
1962,1,NSW,-33.73333333,151.3,uninjured,unprovoked,Other,white shark,male
1962,2,QLD,-28.15,153.5333333,injured,provoked,Surfing/Boarding,wobbegong,male
1962,11,NSW,-33.73333333,151.3166667,uninjured,provoked,Kayaking/Paddling,whaler shark,male
1962,12,SA,-35.4,138.3166667,fatal,provoked,Surfing/Boarding,white shark,male
1963,1,NSW,-33.78333333,151.2333333,fatal,unprovoked,Swimming,bull shark,female
1963,2,NSW,-34.3,150.9333333,injured,provoked,Wading,bronze whaler shark,male
1963,4,WA,-33.63333333,115,injured,unprovoked,Surfing/Boarding,white shark,male
1963,12,SA,-35.28333333,138.4333333,injured,provoked,Surfing/Boarding,white shark,male
1964,1,WA,-31.95,115.85,uninjured,provoked,Swimming,whaler shark,male
1964,1,WA,-34.21666667,115.0166667,injured,provoked,Swimming,wobbegong,male
1964,3,SA,-35.53333333,138.6166667,injured,unprovoked,Swimming,white shark,male
1964,10,WA,-32.51666667,115.6833333,injured,provoked,Wading,Unknown,male
1964,11,VIC,-38.41666667,142,injured,provoked,Surfing/Boarding,white shark,male
1965,1,VIC,-37.83333333,144.9333333,injured,provoked,Surfing/Boarding,wobbegong,male
1965,11,QLD,-16.91666667,145.7666667,injured,unprovoked,Fishing,tiger shark,male
1965,12,WA,-31.98333333,115.5333333,injured,provoked,Spearfishing,wobbegong,male
1966,2,NSW,-34.28333333,150.9333333,injured,unprovoked,Kayaking/Paddling,white shark,male
1966,5,NSW,-35.03333333,150.7166667,fatal,unprovoked,Surfing/Boarding,white shark,male
1966,9,WA,-31.98333333,115.5333333,uninjured,provoked,Surfing/Boarding,shortfin mako shark,male
1966,12,NSW,-33.91666667,151.25,injured,provoked,Swimming,wobbegong,male
1966,12,QLD,-23.43333333,151.9,injured,provoked,Wading,bronze whaler shark,male
1966,12,TAS,-41.86666667,148.3,injured,provoked,Swimming,white shark,male
1966,12,NSW,-30.88333333,153.05,injured,provoked,Wading,wobbegong,male
1967,4,NSW,-34.41666667,150.8833333,injured,provoked,Swimming,bronze whaler shark,male
1967,8,WA,-30.25,115.0166667,fatal,provoked,Surfing/Boarding,white shark,male
1968,2,WA,-31.95,115.85,injured,unprovoked,Spearfishing,bull shark,female
1968,2,SA,-35.6,138.0833333,uninjured,provoked,Surfing/Boarding,bronze whaler shark,male
1968,9,SA,-35,136.1666667,uninjured,provoked,Diving/Snorkelling,white shark,male
1969,1,NSW,-35,150.8166667,injured,provoked,Swimming,bronze whaler shark,male
1969,6,NSW,-34.66666667,150.85,injured,provoked,Swimming,wobbegong,male
1969,11,WA,-31.95,115.85,injured,unprovoked,Surfing/Boarding,bull shark,male
1971,1,TAS,-41.15,148.35,injured,unprovoked,Surfing/Boarding,school shark,male
1971,2,WA,-33.85,121.8833333,injured,provoked,Swimming,whaler shark,male
1971,12,QLD,-23.48333333,151.2,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1972,2,VIC,-38.81666667,148.0833333,injured,unprovoked,Swimming,white shark,male
1972,4,QLD,-27.46666667,153.2333333,injured,unprovoked,Surfing/Boarding,Unknown,female
1972,8,TAS,-43.23333333,148,injured,provoked,Swimming,white shark,male
1972,10,NSW,-35.35,150.4666667,injured,unprovoked,Surfing/Boarding,white shark,male
1972,10,QLD,-17.1,146.4,injured,provoked,Swimming,whaler shark,male
1972,11,SA,-35,136.1666667,uninjured,provoked,Swimming,white shark,male
1973,1,NSW,-33.51666667,151.3166667,injured,unprovoked,Kayaking/Paddling,white shark,male
1973,3,QLD,-18.51666667,146.35,injured,unprovoked,Swimming,tiger shark,male
1973,8,QLD,-27.41666667,153.5333333,injured,unprovoked,Swimming,white shark,male
1973,11,QLD,-17.68333333,139.3666667,injured,unprovoked,Surfing/Boarding,bull shark,male
1974,1,SA,-32.76666667,134.2,fatal,provoked,Surfing/Boarding,white shark,male
1974,9,QLD,-27.73333333,153.6833333,fatal,unprovoked,Swimming,tiger shark,male
1974,12,WA,-33.63333333,115.35,injured,unprovoked,Wading,wobbegong,male
1975,1,SA,-34.68333333,135.35,fatal,unprovoked,Fishing,white shark,male
1975,2,VIC,-38.93333333,146.2333333,injured,unprovoked,Swimming,white shark,male
1975,2,SA,-32.08333333,132.9666667,fatal,provoked,Fishing,white shark,male
1975,2,VIC,-38.4,144.1833333,injured,provoked,Surfing/Boarding,wobbegong,male
1975,3,QLD,-16.55,139.4,injured,unprovoked,Surfing/Boarding,tiger shark,female
1975,7,QLD,-26.65,153.0833333,injured,unprovoked,Surfing/Boarding,white shark,male
1975,7,TAS,-43.35,147.35,fatal,provoked,Surfing/Boarding,white shark,male
1975,11,NSW,-33.78333333,151.2833333,injured,provoked,Diving/Snorkelling,wobbegong,male
1976,9,SA,-32.98333333,137.7833333,injured,provoked,Diving/Snorkelling,white shark,male
1977,2,NSW,-28.23333333,153.5666667,injured,unprovoked,Surfing/Boarding,tiger shark,male
1977,3,QLD,-27.25,153.25,fatal,unprovoked,Surfing/Boarding,tiger shark,male
1977,3,QLD,-27.25,153.25,fatal,unprovoked,Kayaking/Paddling,tiger shark,male
1977,4,QLD,-28.08333333,153.45,injured,unprovoked,Diving/Snorkelling,bull shark,male
1977,8,QLD,-26.68333333,153.1333333,fatal,unprovoked,Spearfishing,tiger shark,male
1977,8,SA,-32.08333333,132.9666667,injured,unprovoked,Kayaking/Paddling,white shark,male
1978,8,WA,-31.76666667,115.7166667,uninjured,unprovoked,Surfing/Boarding,white shark,male
1978,9,TAS,-43.16666667,147.9833333,uninjured,provoked,Diving/Snorkelling,white shark,male
1978,12,QLD,-26.8,153.1166667,injured,unprovoked,Fishing,bull shark,male
1979,1,QLD,-26.66666667,153.1166667,uninjured,provoked,Spearfishing,bronze whaler shark,male
1979,9,NSW,-28.63333333,153.6166667,injured,unprovoked,Surfing/Boarding,whaler shark,male
1980,1,NSW,-32.43333333,152.5166667,injured,provoked,Diving/Snorkelling,wobbegong,male
1980,3,VIC,-38.41666667,145.05,injured,provoked,Kayaking/Paddling,bronze whaler shark,male
1980,3,QLD,-27.41666667,153.5333333,injured,unprovoked,Diving/Snorkelling,whaler shark,male
1980,9,SA,-32.08333333,132.9666667,uninjured,unprovoked,Diving/Snorkelling,white shark,male
1980,10,QLD,-16.91666667,145.7666667,injured,provoked,Wading,grey reef shark,female
1980,11,WA,-31,115.3,injured,unprovoked,Spearfishing,white shark,male
1981,1,NSW,-28.63333333,153.6166667,uninjured,unprovoked,Other,tiger shark,male
1981,2,WA,-32,115.5166667,injured,unprovoked,Surfing/Boarding,wobbegong,male
1981,2,WA,-32.01666667,115.7333333,injured,unprovoked,Surfing/Boarding,wobbegong,male
1981,12,QLD,-16.75,145.9666667,injured,unprovoked,Surfing/Boarding,tiger shark,female
1982,2,TAS,-43.51666667,146.9,uninjured,provoked,Swimming,white shark,male
1982,2,TAS,-43.56666667,146.8833333,fatal,provoked,Fishing,white shark,male
1982,3,NSW,-28.63333333,153.6166667,fatal,unprovoked,Kayaking/Paddling,white shark,male
1983,7,QLD,-18.9,147.7333333,uninjured,unprovoked,Swimming,tiger shark,male
1983,7,QLD,-18.68333333,147.1,fatal,unprovoked,Other,tiger shark,female
1983,7,QLD,-18.68333333,147.1,fatal,unprovoked,Surfing/Boarding,tiger shark,male
